stream,gender,log_quo,read_sk,hsc score,sports_in,sports_ac,arts_in,arts_rel,teach_sk,comm_sk,stage_in,lead,lead_m,chem_in,chem_sk,tech_in,tech_sh,tech_s_s,tech_h_s,bio_in,bio_class,bio_pr,fam_bus,fam_biz,pub_serv,maths_sk,visual,career
bio,male,4,0,44,no,0,no,0,7,9,no,7,2,no,0,no,0,0,0,yes,nutritionist,pediatrician,yes,industrial,8,1,2,Teaching
none,female,4,2,24,yes,1,no,0,2,3,yes,3,10,no,0,yes,software,0,0,no,0,0,yes,construction,7,3,3,Business/Industrial Mngmnt.
maths,other,10,0,442,no,0,no,0,8,3,yes,4,2,no,0,yes,software,0,0,no,0,0,no,0,2,3,1,ARTS
maths,other,0,8,29,no,0,yes,literature,0,2,yes,10,1,yes,2,yes,software,0,0,yes,nutritionist,orthopaedic,yes,enterprise,9,4,10,Medicine and Nutrition
commerce,female,10,7,484,yes,3,no,0,6,1,no,6,7,no,0,no,0,0,0,no,0,0,yes,industrial,6,5,6,Business/Industrial Mngmnt.
maths,male,4,8,52,yes,4,yes,fineart,6,1,yes,1,1,yes,2,no,0,0,0,yes,nutritionist,dental,yes,enterprise,7,5,3,Sports Science
arts,female,1,8,316,no,0,yes,fineart,1,8,no,10,10,no,0,no,0,0,0,no,0,0,yes,agriculture,9,10,2,Marketing Management
none,female,5,6,298,yes,2,yes,music,1,0,no,2,7,yes,9,yes,hardware,0,0,no,0,0,no,0,10,1,4,Chemical Engineering
arts,male,4,2,77,no,0,yes,literature,4,10,no,7,2,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,10,7,8,Medicine and Nutrition
maths,female,0,0,169,no,0,no,0,8,8,yes,10,4,yes,10,yes,hardware,0,0,no,0,0,yes,construction,10,8,2,Teaching
none,other,6,2,383,yes,2,yes,fineart,10,5,yes,5,4,no,0,yes,software,0,0,no,0,0,yes,industrial,5,6,5,Business/Industrial Mngmnt.
commerce,other,1,9,157,no,0,yes,literature,0,5,no,3,4,yes,4,yes,hardware,0,0,no,0,0,yes,agriculture,7,6,10,Business/Industrial Mngmnt.
none,other,5,6,292,yes,4,yes,fineart,8,1,no,9,5,no,0,yes,software,0,0,yes,nutritionist,dental,no,0,8,6,6,Sports Science
arts,other,1,4,318,yes,4,no,0,10,9,no,10,7,yes,6,no,0,0,0,no,0,0,no,0,1,5,1,Sports Science
bio,male,10,4,335,no,0,yes,literature,9,3,yes,10,8,yes,3,yes,hardware,0,0,yes,medical,pediatrician,no,0,7,3,7,Marketing Management
maths,female,10,3,432,no,0,no,0,3,3,yes,10,7,no,0,no,0,0,0,no,0,0,no,0,10,3,10,Marketing Management
none,male,8,1,390,no,0,yes,literature,1,7,no,4,4,no,0,yes,software,0,0,yes,nutritionist,dental,yes,industrial,3,3,3,Medicine and Nutrition
commerce,female,10,10,436,no,0,yes,music,9,2,yes,8,2,yes,8,yes,hardware,0,0,no,0,0,no,0,8,10,1,Chemical Engineering
bio,male,1,6,3,no,0,no,0,10,3,no,1,3,no,0,no,0,0,0,no,0,0,yes,construction,10,4,7,Business/Industrial Mngmnt.
arts,female,2,2,16,yes,4,no,0,4,2,yes,2,4,no,0,yes,software,0,0,no,0,0,no,0,9,1,8,Sports Science
commerce,male,10,6,444,no,0,no,0,10,5,yes,2,5,yes,5,yes,software,0,0,yes,nutritionist,pediatrician,no,0,6,4,1,Medicine and Nutrition
bio,female,4,2,90,yes,5,yes,tourism,4,7,yes,9,2,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,3,4,1,Sports Science
arts,other,4,7,299,yes,5,yes,theatre,5,5,yes,8,2,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,yes,industrial,3,9,8,Sports Science
maths,female,0,2,186,yes,4,no,0,5,9,yes,10,1,yes,10,no,0,0,0,no,0,0,no,0,1,3,9,Sports Science
none,male,3,9,72,yes,5,no,0,5,8,yes,4,9,yes,1,no,0,0,0,no,0,0,yes,enterprise,10,6,1,Sports Science
commerce,male,10,4,340,no,0,yes,tourism,1,4,yes,6,4,yes,2,no,0,0,0,yes,nutritionist,orthopaedic,yes,enterprise,8,1,4,Medicine and Nutrition
commerce,female,5,7,25,no,0,yes,literature,4,9,yes,4,6,no,0,no,0,0,0,yes,nutritionist,physician,no,0,9,8,8,Medicine and Nutrition
bio,female,0,0,284,yes,4,yes,music,0,9,yes,7,7,yes,6,yes,software,0,0,no,0,0,yes,industrial,6,2,7,Sports Science
bio,male,6,1,421,no,0,yes,fineart,10,10,yes,7,2,no,0,no,0,0,0,no,0,0,no,0,7,8,1,Teaching
maths,male,4,10,328,yes,3,no,0,5,7,no,8,9,yes,1,yes,hardware,0,0,yes,medical,orthopaedic,yes,construction,4,9,3,Marketing Management
commerce,female,3,6,212,no,0,no,0,9,5,yes,5,5,yes,5,no,0,0,0,no,0,0,yes,enterprise,9,8,3,Business/Industrial Mngmnt.
arts,male,7,3,435,yes,2,yes,fineart,2,8,yes,1,2,yes,6,yes,software,0,0,no,0,0,no,0,4,1,5,Graphics & Designing
arts,female,8,10,420,no,0,no,0,1,5,no,2,4,no,0,yes,software,0,0,yes,nutritionist,physician,no,0,6,10,2,Medicine and Nutrition
maths,male,8,4,334,yes,3,yes,music,6,2,no,9,5,no,0,yes,hardware,0,0,yes,medical,orthopaedic,yes,enterprise,10,2,2,Medicine and Nutrition
commerce,male,9,5,358,no,0,no,0,4,1,no,6,10,yes,9,yes,hardware,0,0,no,0,0,no,0,10,1,2,Chemical Engineering
arts,male,0,4,173,no,0,yes,literature,8,2,yes,1,9,no,0,yes,software,0,0,yes,medical,veterinary,yes,agriculture,3,1,8,Medicine and Nutrition
none,other,3,8,225,no,0,yes,fineart,4,10,yes,7,5,yes,9,no,0,0,0,yes,nutritionist,dental,no,0,1,10,9,Chemical Engineering
commerce,other,8,5,433,yes,1,no,0,4,10,no,4,9,yes,4,no,0,0,0,no,0,0,no,0,8,2,4,UPSC/GPSC etc.
bio,male,3,6,244,yes,5,no,0,4,9,no,6,7,yes,8,yes,software,0,0,yes,nutritionist,veterinary,no,0,4,3,6,Sports Science
bio,other,0,10,328,no,0,yes,literature,5,5,no,5,10,no,0,no,0,0,0,no,0,0,no,0,2,6,10,CA/CS/Banking
maths,female,9,8,498,yes,1,yes,theatre,1,6,no,4,6,yes,6,no,0,0,0,no,0,0,no,0,7,6,9,Theatre & Tourism
arts,other,2,5,257,no,0,no,0,10,0,no,9,8,yes,3,yes,hardware,0,0,no,0,0,yes,industrial,3,1,10,Marketing Management
bio,female,5,9,19,yes,5,yes,tourism,3,3,yes,5,7,no,0,no,0,0,0,yes,nutritionist,orthopaedic,no,0,10,9,4,Sports Science
commerce,other,6,10,373,no,0,yes,literature,10,1,yes,2,8,yes,8,yes,hardware,0,0,no,0,0,yes,industrial,2,1,10,Chemical Engineering
arts,male,7,3,356,no,0,no,0,5,3,yes,6,8,yes,8,no,0,0,0,no,0,0,no,0,7,8,10,Chemical Engineering
none,male,5,7,132,no,0,yes,theatre,9,1,no,1,7,yes,5,no,0,0,0,yes,nutritionist,veterinary,yes,industrial,7,6,1,Theatre & Tourism
maths,male,10,3,430,yes,3,yes,tourism,6,5,no,5,4,yes,5,yes,hardware,0,0,yes,nutritionist,physician,yes,agriculture,4,6,1,Medicine and Nutrition
bio,other,3,4,156,no,0,yes,literature,2,8,no,9,8,yes,10,yes,software,0,0,yes,nutritionist,orthopaedic,no,0,5,4,10,Marketing Management
commerce,other,2,8,94,no,0,no,0,7,0,yes,6,7,yes,3,no,0,0,0,no,0,0,yes,agriculture,3,1,3,Business/Industrial Mngmnt.
arts,male,6,9,408,no,0,yes,music,4,10,no,9,1,yes,10,yes,hardware,0,0,no,0,0,no,0,8,4,4,Chemical Engineering
none,female,3,7,271,no,0,yes,theatre,6,1,yes,7,5,no,0,yes,software,0,0,yes,medical,dental,yes,agriculture,7,2,10,Theatre & Tourism
arts,female,10,2,391,no,0,no,0,6,8,no,7,4,no,0,yes,hardware,0,0,yes,medical,physician,yes,construction,5,2,6,Medicine and Nutrition
maths,male,0,0,198,no,0,yes,tourism,7,3,yes,8,3,yes,4,yes,hardware,0,0,yes,medical,pediatrician,no,0,6,3,8,Medicine and Nutrition
maths,male,3,10,241,yes,2,no,0,5,1,no,10,8,no,0,no,0,0,0,yes,medical,physician,no,0,10,2,9,Marketing Management
arts,other,9,9,390,no,0,no,0,7,1,no,2,2,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,5,10,9,Business/Industrial Mngmnt.
none,female,3,8,255,yes,1,no,0,2,9,yes,9,3,no,0,no,0,0,0,no,0,0,no,0,10,5,7,UPSC/GPSC etc.
commerce,male,10,4,497,no,0,no,0,8,3,no,1,2,no,0,yes,software,0,0,no,0,0,yes,construction,8,7,1,Business/Industrial Mngmnt.
arts,male,6,6,451,yes,4,yes,fineart,2,4,no,9,3,no,0,yes,hardware,0,0,no,0,0,no,0,4,3,1,Sports Science
commerce,female,5,0,37,yes,4,no,0,8,8,yes,3,7,yes,1,no,0,0,0,no,0,0,no,0,7,6,9,Sports Science
none,other,3,3,107,yes,4,no,0,0,9,no,1,8,no,0,yes,hardware,0,0,no,0,0,yes,construction,10,3,3,Sports Science
maths,other,5,6,260,no,0,no,0,8,5,no,10,10,no,0,yes,hardware,0,0,yes,medical,pediatrician,yes,enterprise,2,5,2,Marketing Management
maths,male,4,9,294,no,0,yes,fineart,3,9,yes,9,4,yes,6,yes,hardware,0,0,no,0,0,no,0,3,4,1,ARTS
bio,female,8,5,466,yes,2,no,0,3,3,yes,10,6,no,0,no,0,0,0,yes,medical,veterinary,no,0,8,5,5,Marketing Management
bio,male,4,10,69,yes,3,no,0,1,8,no,2,10,no,0,yes,hardware,0,0,no,0,0,no,0,4,5,8,Graphics & Designing
maths,female,2,5,246,yes,1,yes,fineart,2,3,yes,6,9,yes,8,no,0,0,0,no,0,0,yes,agriculture,2,2,3,Chemical Engineering
none,male,7,3,353,yes,5,yes,music,7,5,yes,7,7,yes,6,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,construction,1,7,4,Sports Science
arts,male,1,3,316,yes,3,no,0,6,5,yes,8,4,yes,2,yes,hardware,0,0,yes,medical,physician,yes,construction,4,3,2,Medicine and Nutrition
commerce,male,8,3,412,yes,4,yes,literature,6,5,yes,1,5,yes,3,no,0,0,0,yes,nutritionist,orthopaedic,no,0,10,7,4,Sports Science
arts,other,5,8,104,yes,1,yes,literature,3,4,no,8,3,yes,8,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,industrial,10,10,5,Chemical Engineering
bio,male,4,2,306,yes,3,yes,fineart,10,0,no,7,5,no,0,no,0,0,0,yes,medical,dental,yes,agriculture,5,4,10,Medicine and Nutrition
commerce,female,4,0,62,no,0,yes,tourism,5,0,yes,6,3,no,0,no,0,0,0,no,0,0,yes,construction,1,2,5,Business/Industrial Mngmnt.
none,female,10,5,458,yes,5,no,0,10,5,no,10,8,no,0,yes,software,0,0,yes,medical,dental,no,0,7,2,9,Sports Science
commerce,male,10,0,489,yes,4,no,0,2,3,no,6,9,yes,6,yes,hardware,0,0,yes,medical,veterinary,no,0,6,7,9,Sports Science
bio,female,8,4,411,yes,4,no,0,7,2,yes,1,5,yes,10,no,0,0,0,no,0,0,yes,agriculture,6,7,7,Sports Science
commerce,male,4,5,28,no,0,no,0,4,4,yes,6,8,yes,9,no,0,0,0,no,0,0,yes,agriculture,1,1,3,Chemical Engineering
arts,other,7,6,376,no,0,no,0,9,0,no,7,5,no,0,yes,software,0,0,yes,medical,veterinary,no,0,7,7,10,Medicine and Nutrition
commerce,female,8,9,457,no,0,yes,fineart,9,6,no,8,3,yes,8,no,0,0,0,no,0,0,no,0,8,8,8,Teaching
none,female,6,10,421,yes,2,no,0,9,7,yes,3,3,yes,2,yes,software,0,0,yes,medical,physician,no,0,6,9,9,Teaching
commerce,male,6,0,378,no,0,yes,tourism,0,10,yes,7,1,yes,3,yes,software,0,0,yes,medical,orthopaedic,no,0,7,6,1,Medicine and Nutrition
maths,female,7,10,458,no,0,yes,fineart,0,0,yes,4,3,yes,1,no,0,0,0,no,0,0,no,0,1,7,5,CA/CS/Banking
none,other,6,7,346,no,0,yes,theatre,6,6,no,4,2,yes,1,no,0,0,0,no,0,0,no,0,8,9,10,Theatre & Tourism
bio,female,9,7,470,yes,4,no,0,6,1,no,8,5,yes,9,yes,hardware,0,0,yes,medical,dental,yes,industrial,7,8,3,Sports Science
arts,other,9,2,335,yes,4,no,0,7,9,no,6,10,yes,8,yes,hardware,0,0,yes,nutritionist,orthopaedic,yes,industrial,2,9,1,Sports Science
commerce,other,9,8,471,yes,1,yes,theatre,6,0,no,10,3,yes,3,no,0,0,0,no,0,0,no,0,7,7,7,Theatre & Tourism
arts,female,9,3,349,yes,1,no,0,2,1,no,10,7,no,0,no,0,0,0,yes,medical,physician,no,0,3,1,4,Marketing Management
commerce,female,8,2,334,no,0,yes,fineart,7,10,yes,6,6,yes,9,no,0,0,0,yes,medical,pediatrician,yes,industrial,7,10,8,Teaching
none,male,10,10,339,no,0,no,0,9,8,yes,10,1,no,0,no,0,0,0,yes,medical,pediatrician,no,0,8,7,10,Teaching
commerce,other,4,1,293,yes,5,yes,literature,3,0,yes,10,2,no,0,no,0,0,0,no,0,0,no,0,6,5,8,Sports Science
none,other,1,3,177,no,0,no,0,9,10,no,1,6,yes,5,no,0,0,0,no,0,0,no,0,9,7,8,Teaching
bio,other,6,1,464,no,0,yes,theatre,6,7,yes,7,9,no,0,no,0,0,0,no,0,0,yes,construction,6,7,10,Theatre & Tourism
maths,female,10,3,466,yes,4,yes,theatre,0,8,no,6,5,yes,2,no,0,0,0,yes,nutritionist,pediatrician,yes,enterprise,1,1,3,Sports Science
maths,other,5,10,306,no,0,yes,theatre,6,0,yes,6,8,yes,3,yes,software,0,0,yes,medical,pediatrician,yes,construction,7,1,8,Theatre & Tourism
arts,female,3,2,126,no,0,yes,literature,4,0,yes,4,1,no,0,yes,software,0,0,no,0,0,no,0,10,2,7,UPSC/GPSC etc.
commerce,female,5,0,202,no,0,no,0,2,7,yes,2,5,no,0,yes,hardware,0,0,no,0,0,yes,industrial,2,10,8,Business/Industrial Mngmnt.
arts,male,10,0,393,no,0,no,0,6,2,no,9,1,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,no,0,7,2,4,Medicine and Nutrition
maths,other,6,7,375,yes,5,yes,literature,8,9,no,2,5,yes,9,yes,software,0,0,yes,nutritionist,veterinary,no,0,4,10,10,Sports Science
arts,other,10,0,441,yes,5,yes,tourism,10,5,yes,7,3,no,0,yes,hardware,0,0,yes,medical,pediatrician,no,0,9,5,9,Sports Science
none,male,0,8,311,yes,1,yes,music,8,8,yes,1,4,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,7,7,6,Teaching
maths,female,7,9,344,yes,5,yes,fineart,4,0,yes,4,10,yes,7,yes,hardware,0,0,no,0,0,yes,industrial,6,4,9,Sports Science
commerce,female,6,9,358,yes,1,yes,tourism,6,9,yes,5,6,yes,8,no,0,0,0,yes,medical,veterinary,no,0,2,10,3,Chemical Engineering
maths,other,0,1,314,yes,5,no,0,7,2,yes,5,9,yes,4,no,0,0,0,no,0,0,no,0,1,9,5,Sports Science
arts,female,9,1,333,yes,4,yes,fineart,1,1,yes,4,7,yes,10,yes,hardware,0,0,yes,medical,pediatrician,yes,industrial,8,3,4,Sports Science
arts,other,4,2,98,yes,4,no,0,4,10,yes,5,4,yes,6,yes,software,0,0,yes,medical,physician,yes,enterprise,6,3,8,Sports Science
arts,other,0,3,93,yes,2,yes,music,3,1,no,5,10,yes,10,yes,software,0,0,no,0,0,yes,agriculture,9,4,10,Chemical Engineering
bio,female,10,5,453,no,0,yes,tourism,6,0,yes,6,4,yes,8,yes,hardware,0,0,yes,nutritionist,physician,no,0,9,6,9,Chemical Engineering
bio,other,8,10,407,no,0,no,0,8,9,yes,8,2,no,0,no,0,0,0,yes,medical,physician,yes,agriculture,9,10,2,Teaching
maths,female,5,5,77,no,0,no,0,4,9,yes,6,1,no,0,no,0,0,0,yes,medical,dental,no,0,7,6,8,Medicine and Nutrition
maths,female,9,3,366,yes,4,yes,tourism,0,4,yes,2,9,yes,8,no,0,0,0,yes,medical,physician,yes,enterprise,3,10,8,Sports Science
none,other,7,8,337,yes,4,yes,music,9,4,yes,8,7,no,0,no,0,0,0,no,0,0,no,0,1,10,9,Sports Science
none,other,8,3,444,no,0,no,0,10,3,yes,1,9,no,0,yes,software,0,0,yes,medical,physician,no,0,3,8,7,Medicine and Nutrition
maths,other,0,4,224,no,0,yes,music,1,4,yes,3,5,yes,7,no,0,0,0,no,0,0,no,0,3,5,2,Chemical Engineering
maths,male,5,1,47,yes,1,yes,theatre,8,4,yes,10,7,yes,6,yes,software,0,0,yes,medical,orthopaedic,no,0,5,10,5,Theatre & Tourism
arts,other,6,4,356,yes,5,yes,tourism,6,5,no,7,9,yes,7,no,0,0,0,no,0,0,yes,construction,6,2,1,Sports Science
bio,male,10,4,368,yes,3,yes,tourism,0,1,no,2,10,yes,9,no,0,0,0,no,0,0,no,0,7,10,7,Chemical Engineering
commerce,female,4,9,107,yes,2,yes,tourism,1,5,no,8,8,no,0,no,0,0,0,no,0,0,no,0,5,2,1,Marketing Management
arts,female,3,9,60,no,0,yes,music,0,6,yes,8,3,yes,8,yes,hardware,0,0,no,0,0,no,0,7,6,5,Chemical Engineering
bio,male,8,2,382,no,0,no,0,1,8,no,10,5,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,3,9,3,Business/Industrial Mngmnt.
maths,female,6,9,412,yes,2,yes,tourism,8,1,no,5,10,no,0,yes,software,0,0,yes,nutritionist,orthopaedic,yes,construction,10,5,5,Medicine and Nutrition
bio,male,0,2,187,yes,5,no,0,2,5,no,1,9,no,0,yes,hardware,0,0,yes,nutritionist,physician,yes,construction,3,6,7,Sports Science
commerce,male,10,2,341,yes,5,no,0,0,4,no,3,8,yes,5,yes,hardware,0,0,yes,medical,physician,no,0,8,4,3,Sports Science
arts,male,6,9,383,no,0,yes,theatre,10,7,yes,5,2,yes,2,no,0,0,0,yes,medical,pediatrician,no,0,1,9,5,Theatre & Tourism
commerce,other,6,7,380,yes,2,yes,literature,1,7,yes,3,5,yes,5,yes,hardware,0,0,yes,medical,physician,no,0,8,3,5,Medicine and Nutrition
commerce,male,1,4,197,no,0,no,0,2,5,yes,3,5,yes,7,no,0,0,0,yes,nutritionist,veterinary,no,0,4,9,7,Chemical Engineering
none,male,4,7,120,yes,1,no,0,3,10,yes,1,2,no,0,yes,hardware,0,0,no,0,0,no,0,2,7,10,CA/CS/Banking
bio,female,6,4,364,yes,2,no,0,1,5,no,10,2,yes,8,yes,hardware,0,0,no,0,0,no,0,6,3,10,Chemical Engineering
none,female,10,0,392,yes,1,no,0,3,1,no,5,9,yes,9,yes,hardware,0,0,yes,nutritionist,physician,yes,construction,7,2,1,Chemical Engineering
bio,other,6,3,331,yes,1,no,0,5,5,yes,7,10,no,0,no,0,0,0,yes,nutritionist,physician,no,0,2,2,8,Marketing Management
bio,other,8,8,496,no,0,yes,fineart,10,9,no,8,4,yes,8,no,0,0,0,yes,medical,orthopaedic,no,0,6,4,8,Teaching
commerce,other,0,9,107,no,0,yes,music,10,7,yes,5,5,no,0,no,0,0,0,yes,nutritionist,physician,yes,enterprise,1,6,4,Teaching
arts,other,4,2,228,no,0,no,0,10,8,no,1,1,no,0,no,0,0,0,yes,medical,veterinary,no,0,2,1,3,Teaching
bio,female,3,5,321,yes,4,yes,literature,3,8,no,5,8,no,0,no,0,0,0,no,0,0,no,0,2,9,6,Sports Science
commerce,other,0,6,287,no,0,no,0,7,3,yes,3,2,yes,5,no,0,0,0,yes,medical,pediatrician,yes,enterprise,9,3,6,Medicine and Nutrition
maths,female,0,10,302,no,0,yes,literature,7,0,yes,4,1,yes,1,yes,software,0,0,no,0,0,yes,enterprise,7,10,8,Business/Industrial Mngmnt.
arts,female,3,6,275,yes,1,no,0,1,3,no,3,4,no,0,yes,software,0,0,yes,medical,veterinary,no,0,9,8,8,Medicine and Nutrition
bio,male,8,8,463,yes,2,no,0,9,1,no,6,3,yes,8,no,0,0,0,yes,medical,veterinary,yes,enterprise,3,9,2,Chemical Engineering
none,female,4,3,19,no,0,yes,fineart,9,5,no,7,2,no,0,no,0,0,0,no,0,0,no,0,7,4,3,UPSC/GPSC etc.
none,male,6,4,378,no,0,no,0,5,7,yes,5,8,yes,2,no,0,0,0,no,0,0,no,0,10,9,6,UPSC/GPSC etc.
none,female,6,6,354,no,0,yes,theatre,8,2,no,7,2,no,0,yes,software,0,0,yes,medical,veterinary,no,0,8,2,2,Theatre & Tourism
maths,other,8,8,350,no,0,no,0,1,10,yes,3,3,no,0,no,0,0,0,yes,medical,veterinary,no,0,2,3,8,Medicine and Nutrition
arts,female,1,2,182,yes,4,no,0,2,7,yes,9,5,yes,4,yes,software,0,0,yes,nutritionist,dental,no,0,6,9,10,Sports Science
commerce,male,4,1,221,no,0,no,0,8,10,yes,6,5,no,0,yes,hardware,0,0,no,0,0,yes,agriculture,3,7,7,Teaching
bio,female,10,2,492,no,0,yes,tourism,9,8,no,5,10,no,0,no,0,0,0,no,0,0,no,0,5,2,6,Teaching
arts,female,5,7,174,yes,5,no,0,1,3,yes,6,5,yes,6,yes,hardware,0,0,yes,medical,veterinary,no,0,9,1,9,Sports Science
none,female,8,3,357,no,0,yes,literature,3,2,yes,5,6,no,0,yes,hardware,0,0,yes,nutritionist,orthopaedic,no,0,3,7,4,Medicine and Nutrition
arts,male,9,0,406,no,0,no,0,5,8,no,8,8,no,0,yes,hardware,0,0,yes,nutritionist,pediatrician,yes,enterprise,3,4,4,Marketing Management
arts,male,4,9,221,no,0,yes,tourism,3,3,no,9,8,no,0,yes,software,0,0,yes,medical,dental,yes,enterprise,3,4,7,Marketing Management
maths,male,5,5,314,no,0,yes,fineart,3,0,yes,9,6,no,0,no,0,0,0,yes,nutritionist,physician,yes,agriculture,9,5,9,Marketing Management
bio,other,4,9,279,no,0,no,0,0,0,no,6,9,yes,9,yes,software,0,0,no,0,0,no,0,1,2,10,Chemical Engineering
maths,female,10,9,375,no,0,no,0,9,3,yes,1,2,yes,3,no,0,0,0,no,0,0,no,0,9,9,7,UPSC/GPSC etc.
bio,male,7,2,337,no,0,yes,literature,6,1,yes,9,3,no,0,yes,hardware,0,0,no,0,0,yes,enterprise,4,10,8,Business/Industrial Mngmnt.
bio,male,8,8,483,yes,2,yes,literature,8,2,no,7,10,yes,9,yes,software,0,0,yes,medical,orthopaedic,no,0,8,7,6,Marketing Management
none,female,10,1,343,yes,5,no,0,6,4,no,8,4,no,0,yes,hardware,0,0,no,0,0,yes,construction,4,4,5,Sports Science
maths,male,4,4,92,no,0,yes,literature,4,7,no,3,10,no,0,yes,software,0,0,yes,nutritionist,pediatrician,no,0,7,4,4,Medicine and Nutrition
maths,other,6,5,452,yes,1,yes,music,4,4,yes,3,6,yes,8,no,0,0,0,yes,medical,dental,no,0,6,1,9,Chemical Engineering
none,male,1,4,279,yes,2,yes,fineart,6,9,yes,2,10,yes,7,yes,software,0,0,yes,nutritionist,veterinary,no,0,7,1,2,Chemical Engineering
none,female,5,6,44,yes,5,no,0,1,1,yes,1,2,no,0,no,0,0,0,no,0,0,yes,enterprise,9,10,3,Sports Science
none,other,8,4,461,yes,4,yes,music,10,5,yes,1,1,yes,3,yes,hardware,0,0,no,0,0,no,0,9,9,10,Sports Science
commerce,male,10,6,420,no,0,no,0,2,2,yes,5,5,yes,7,yes,hardware,0,0,yes,medical,pediatrician,yes,enterprise,3,1,3,Chemical Engineering
arts,female,6,10,448,no,0,no,0,6,10,yes,4,5,yes,8,yes,software,0,0,no,0,0,yes,construction,8,4,3,Chemical Engineering
maths,other,8,8,335,yes,4,yes,fineart,0,3,no,9,1,yes,8,no,0,0,0,no,0,0,no,0,3,6,10,Sports Science
commerce,male,0,0,71,no,0,yes,literature,8,7,no,8,6,no,0,no,0,0,0,no,0,0,yes,industrial,10,3,2,Teaching
bio,other,9,7,399,no,0,no,0,1,10,no,4,4,yes,1,no,0,0,0,no,0,0,no,0,9,2,4,UPSC/GPSC etc.
bio,male,8,9,333,yes,1,no,0,1,6,yes,8,4,no,0,yes,hardware,0,0,yes,medical,veterinary,yes,construction,4,3,9,Medicine and Nutrition
arts,female,4,7,282,no,0,no,0,9,6,yes,9,8,no,0,no,0,0,0,no,0,0,yes,enterprise,5,5,10,Teaching
bio,other,9,10,354,yes,5,no,0,9,1,no,4,4,no,0,no,0,0,0,yes,medical,veterinary,yes,construction,7,3,4,Sports Science
bio,female,0,10,83,no,0,yes,fineart,10,0,yes,5,7,yes,6,no,0,0,0,no,0,0,no,0,3,4,8,Graphics & Designing
maths,female,0,7,14,no,0,yes,music,4,7,yes,5,9,no,0,no,0,0,0,no,0,0,no,0,5,2,10,Graphics & Designing
bio,female,9,1,337,no,0,no,0,0,1,yes,2,8,no,0,yes,hardware,0,0,no,0,0,yes,enterprise,4,2,2,Business/Industrial Mngmnt.
arts,male,3,3,227,yes,5,no,0,9,5,no,9,7,yes,9,no,0,0,0,no,0,0,no,0,10,1,3,Sports Science
maths,female,9,1,487,no,0,no,0,2,6,no,3,4,yes,6,no,0,0,0,no,0,0,no,0,2,7,4,CA/CS/Banking
maths,female,7,8,491,yes,3,no,0,9,8,yes,5,8,yes,4,no,0,0,0,yes,medical,orthopaedic,no,0,10,1,2,Teaching
bio,female,4,4,303,no,0,yes,fineart,9,8,yes,8,5,yes,7,no,0,0,0,yes,nutritionist,dental,no,0,8,5,9,Teaching
bio,male,7,0,430,no,0,no,0,8,5,no,10,8,no,0,no,0,0,0,no,0,0,no,0,5,9,9,Marketing Management
commerce,other,5,10,96,yes,2,no,0,1,4,no,1,7,no,0,no,0,0,0,yes,nutritionist,veterinary,no,0,7,6,8,Medicine and Nutrition
maths,female,5,0,278,yes,2,yes,music,9,1,no,6,6,no,0,no,0,0,0,yes,medical,dental,no,0,6,6,10,Medicine and Nutrition
none,female,10,9,376,no,0,yes,tourism,8,4,no,1,7,yes,5,yes,software,0,0,no,0,0,no,0,5,7,4,CA/CS/Banking
maths,male,3,4,283,no,0,no,0,2,7,yes,8,10,yes,4,no,0,0,0,no,0,0,no,0,6,9,2,Marketing Management
maths,other,5,8,209,no,0,yes,fineart,2,8,yes,8,2,no,0,yes,software,0,0,no,0,0,no,0,7,5,3,UPSC/GPSC etc.
commerce,male,6,4,352,no,0,yes,tourism,1,8,yes,3,1,yes,10,no,0,0,0,yes,nutritionist,physician,no,0,2,10,3,Chemical Engineering
commerce,female,7,6,408,yes,3,yes,music,8,1,yes,6,8,yes,10,yes,software,0,0,no,0,0,no,0,3,1,7,Chemical Engineering
bio,male,7,10,347,yes,3,no,0,8,3,no,3,8,yes,2,yes,hardware,0,0,yes,nutritionist,physician,yes,industrial,6,5,10,Medicine and Nutrition
arts,female,10,6,399,no,0,no,0,9,2,no,2,7,yes,4,yes,software,0,0,yes,medical,physician,no,0,8,5,6,Medicine and Nutrition
commerce,male,6,3,394,no,0,no,0,6,9,no,9,4,no,0,no,0,0,0,no,0,0,no,0,2,5,8,Graphics & Designing
maths,male,9,10,455,no,0,no,0,6,0,yes,1,8,no,0,yes,hardware,0,0,no,0,0,yes,construction,7,2,10,Business/Industrial Mngmnt.
none,male,9,1,469,yes,1,no,0,4,5,yes,7,6,no,0,no,0,0,0,no,0,0,yes,agriculture,3,10,7,Marketing Management
maths,female,1,2,253,yes,3,no,0,3,4,yes,7,9,no,0,no,0,0,0,no,0,0,yes,enterprise,7,7,3,Marketing Management
